client_id,date_day,daily_spend,tx_count,unique_mcc,unique_merchants,online_ratio,chip_ratio,day_of_week,is_weekend,month,day_of_month
86,2015-07-01,164.68000000000004,3,3,3,0.6666666666666666,0.3333333333333333,2,0,7,1
86,2015-07-03,120.27000000000001,3,3,3,0.3333333333333333,0.6666666666666666,4,0,7,3
86,2015-07-04,50.160000000000004,3,3,3,0.3333333333333333,0.6666666666666666,5,1,7,4
86,2015-07-05,23.75,2,2,2,0.5,0.5,6,1,7,5
86,2015-07-06,33.6,1,1,1,1.0,0.0,0,0,7,6
86,2015-07-07,4.82,1,1,1,0.0,1.0,1,0,7,7
86,2015-07-08,116.81,3,3,3,0.6666666666666666,0.3333333333333333,2,0,7,8
86,2015-07-09,213.75,3,3,3,0.6666666666666666,0.3333333333333333,3,0,7,9
86,2015-07-10,66.97,3,3,3,0.3333333333333333,0.6666666666666666,4,0,7,10
86,2015-07-11,127.96000000000001,3,3,3,0.3333333333333333,0.6666666666666666,5,1,7,11
86,2015-07-12,326.07,5,3,3,0.6,0.4,6,1,7,12
86,2015-07-13,116.39,2,2,2,0.5,0.5,0,0,7,13
86,2015-07-14,79.38,6,4,4,0.16666666666666666,0.8333333333333334,1,0,7,14
86,2015-07-15,62.79,2,2,2,0.0,1.0,2,0,7,15
86,2015-07-16,75.05,2,2,2,0.5,0.5,3,0,7,16
86,2015-07-17,36.849999999999994,2,2,2,0.5,0.5,4,0,7,17
86,2015-07-18,29.09,1,1,1,1.0,0.0,5,1,7,18
86,2015-07-19,17.74,1,1,1,1.0,0.0,6,1,7,19
86,2015-07-20,49.84,2,2,2,0.5,0.5,0,0,7,20
86,2015-07-21,76.09,3,2,2,0.6666666666666666,0.3333333333333333,1,0,7,21
86,2015-07-22,46.69,2,2,2,0.5,0.5,2,0,7,22
86,2015-07-23,114.3,1,1,1,1.0,0.0,3,0,7,23
86,2015-07-24,378.27000000000004,5,4,5,0.4,0.6,4,0,7,24
86,2015-07-25,32.96,1,1,1,1.0,0.0,5,1,7,25
86,2015-07-26,209.44,4,3,3,0.75,0.25,6,1,7,26
86,2015-07-27,36.14,1,1,1,1.0,0.0,0,0,7,27
86,2015-07-28,41.84,2,2,2,0.5,0.5,1,0,7,28
86,2015-07-29,4.01,2,2,2,0.0,1.0,2,0,7,29
86,2015-07-30,73.3,2,2,2,0.5,0.5,3,0,7,30
86,2015-07-31,38.62,1,1,1,1.0,0.0,4,0,7,31
86,2015-08-01,132.97,2,2,2,0.5,0.5,5,1,8,1
86,2015-08-02,20.56,2,2,2,0.5,0.5,6,1,8,2
86,2015-08-03,31.01,1,1,1,1.0,0.0,0,0,8,3
86,2015-08-04,44.42,5,3,3,0.2,0.8,1,0,8,4
86,2015-08-05,63.11,2,1,1,1.0,0.0,2,0,8,5
86,2015-08-06,0.68,3,1,1,0.0,1.0,3,0,8,6
86,2015-08-07,50.5,2,2,2,0.5,0.5,4,0,8,7
86,2015-08-08,39.62,2,2,2,0.5,0.5,5,1,8,8
86,2015-08-09,89.47,3,3,3,0.3333333333333333,0.6666666666666666,6,1,8,9
86,2015-08-10,91.32,3,2,2,0.6666666666666666,0.3333333333333333,0,0,8,10
86,2015-08-11,32.82,4,2,2,0.25,0.75,1,0,8,11
86,2015-08-12,42.33,1,1,1,1.0,0.0,2,0,8,12
86,2015-08-13,51.760000000000005,3,3,3,0.3333333333333333,0.6666666666666666,3,0,8,13
86,2015-08-14,157.57,3,3,3,0.0,1.0,4,0,8,14
86,2015-08-15,179.6,3,2,2,0.6666666666666666,0.3333333333333333,5,1,8,15
86,2015-08-17,56.42,2,2,2,0.5,0.5,0,0,8,17
