client_id,date_day,daily_spend,tx_count,unique_mcc,unique_merchants,online_ratio,chip_ratio,day_of_week,is_weekend,month,day_of_month
1098,2010-01-01,276.14,15,3,3,0.0,0.0,4,0,1,1
1098,2010-01-02,140.69,10,3,3,0.0,0.0,5,1,1,2
1098,2010-01-03,420.1,14,4,4,0.0,0.0,6,1,1,3
1098,2010-01-04,417.93,13,3,3,0.0,0.0,0,0,1,4
1098,2010-01-05,471.8,11,3,3,0.0,0.0,1,0,1,5
1098,2010-01-06,641.13,18,7,7,0.0,0.0,2,0,1,6
1098,2010-01-07,473.81,12,5,5,0.0,0.0,3,0,1,7
1098,2010-01-08,185.45999999999998,9,4,4,0.1111111111111111,0.0,4,0,1,8
1098,2010-01-09,135.73,8,3,3,0.0,0.0,5,1,1,9
1098,2010-01-10,382.88,12,5,5,0.0,0.0,6,1,1,10
1098,2010-01-11,439.46,11,5,5,0.0,0.0,0,0,1,11
1098,2010-01-12,442.4,15,5,5,0.0,0.0,1,0,1,12
1098,2010-01-13,638.27,19,6,6,0.0,0.0,2,0,1,13
1098,2010-01-14,608.9300000000001,21,6,7,0.0,0.0,3,0,1,14
1098,2010-01-15,216.43,9,4,4,0.0,0.0,4,0,1,15
1098,2010-01-16,219.95,2,2,2,0.0,0.0,5,1,1,16
1098,2010-01-17,191.69,12,5,5,0.0,0.0,6,1,1,17
1098,2010-01-18,481.34,10,4,4,0.0,0.0,0,0,1,18
1098,2010-01-19,582.61,15,6,6,0.0,0.0,1,0,1,19
1098,2010-01-20,276.75,12,5,5,0.0,0.0,2,0,1,20
1098,2010-01-21,542.09,20,6,6,0.0,0.0,3,0,1,21
1098,2010-01-22,237.55,6,3,3,0.0,0.0,4,0,1,22
1098,2010-01-23,191.25,12,2,2,0.0,0.0,5,1,1,23
1098,2010-01-24,351.02,15,5,5,0.0,0.0,6,1,1,24
1098,2010-01-25,423.96,11,4,4,0.0,0.0,0,0,1,25
1098,2010-01-26,308.32000000000005,16,4,4,0.0,0.0,1,0,1,26
1098,2010-01-27,520.95,19,3,3,0.0,0.0,2,0,1,27
1098,2010-01-28,311.34000000000003,9,4,4,0.0,0.0,3,0,1,28
1098,2010-01-29,119.09,6,4,4,0.0,0.0,4,0,1,29
1098,2010-01-30,364.07,12,4,4,0.0,0.0,5,1,1,30
1098,2010-01-31,387.6,17,4,4,0.0,0.0,6,1,1,31
1098,2010-02-01,535.22,20,7,7,0.0,0.0,0,0,2,1
1098,2010-02-02,648.73,17,7,7,0.0,0.0,1,0,2,2
1098,2010-02-03,355.95,10,3,3,0.0,0.0,2,0,2,3
1098,2010-02-04,243.85999999999999,12,4,4,0.0,0.0,3,0,2,4
1098,2010-02-05,95.81,8,3,3,0.0,0.0,4,0,2,5
1098,2010-02-06,219.42000000000002,10,3,3,0.0,0.0,5,1,2,6
1098,2010-02-07,516.04,16,5,5,0.0,0.0,6,1,2,7
1098,2010-02-08,402.93,14,5,6,0.0,0.0,0,0,2,8
