client_id,date_day,daily_spend,tx_count,unique_mcc,unique_merchants,online_ratio,chip_ratio,day_of_week,is_weekend,month,day_of_month
180,2010-01-01,122.76,5,4,4,0.2,0.0,4,0,1,1
180,2010-01-02,76.33,4,4,4,0.25,0.0,5,1,1,2
180,2010-01-04,76.28,3,3,3,0.3333333333333333,0.0,0,0,1,4
180,2010-01-05,200.35999999999999,2,2,2,0.0,0.0,1,0,1,5
180,2010-01-06,27.39,2,2,2,0.0,0.0,2,0,1,6
180,2010-01-08,202.33,4,3,3,0.0,0.0,4,0,1,8
180,2010-01-09,25.28,2,2,2,0.0,0.0,5,1,1,9
180,2010-01-10,140.32999999999998,2,2,2,0.0,0.0,6,1,1,10
180,2010-01-11,14.41,1,1,1,0.0,0.0,0,0,1,11
180,2010-01-12,43.17,1,1,1,0.0,0.0,1,0,1,12
180,2010-01-14,17.84,2,2,2,0.0,0.0,3,0,1,14
180,2010-01-15,18.83,2,2,2,0.0,0.0,4,0,1,15
180,2010-01-16,50.55,4,3,4,0.25,0.0,5,1,1,16
180,2010-01-17,104.32,6,2,4,0.5,0.0,6,1,1,17
180,2010-01-19,45.019999999999996,2,2,2,0.0,0.0,1,0,1,19
180,2010-01-22,37.7,3,3,3,0.0,0.0,4,0,1,22
180,2010-01-23,156.88,2,2,2,0.0,0.0,5,1,1,23
180,2010-01-24,17.96,1,1,1,0.0,0.0,6,1,1,24
180,2010-01-25,121.75,2,2,2,0.0,0.0,0,0,1,25
180,2010-01-26,100.0,1,1,1,0.0,0.0,1,0,1,26
180,2010-01-27,21.57,1,1,1,0.0,0.0,2,0,1,27
180,2010-01-28,16.91,1,1,1,0.0,0.0,3,0,1,28
180,2010-01-29,49.19,3,2,3,0.0,0.0,4,0,1,29
180,2010-01-30,98.76,4,3,4,0.5,0.0,5,1,1,30
180,2010-01-31,84.05,3,3,3,0.0,0.0,6,1,1,31
180,2010-02-01,150.17000000000002,2,2,2,0.5,0.0,0,0,2,1
180,2010-02-05,19.71,1,1,1,0.0,0.0,4,0,2,5
180,2010-02-06,40.11,2,1,2,1.0,0.0,5,1,2,6
180,2010-02-07,157.57999999999998,2,2,2,0.0,0.0,6,1,2,7
180,2010-02-08,6.45,1,1,1,0.0,0.0,0,0,2,8
180,2010-02-09,91.24,1,1,1,0.0,0.0,1,0,2,9
180,2010-02-10,163.10999999999999,4,4,4,0.0,0.0,2,0,2,10
180,2010-02-12,152.16,2,2,2,0.0,0.0,4,0,2,12
180,2010-02-13,152.08,2,2,2,0.5,0.0,5,1,2,13
180,2010-02-14,60.02,1,1,1,0.0,0.0,6,1,2,14
180,2010-02-15,34.230000000000004,2,2,2,0.5,0.0,0,0,2,15
180,2010-02-16,21.45,1,1,1,1.0,0.0,1,0,2,16
180,2010-02-18,83.47,2,2,2,0.0,0.0,3,0,2,18
180,2010-02-19,161.14,3,2,2,0.0,0.0,4,0,2,19
180,2010-02-20,54.94,3,3,3,0.3333333333333333,0.0,5,1,2,20
180,2010-02-21,164.25,4,4,4,0.25,0.0,6,1,2,21
180,2010-02-22,208.38,3,3,3,0.3333333333333333,0.0,0,0,2,22
180,2010-02-23,7.36,1,1,1,0.0,0.0,1,0,2,23
180,2010-02-25,45.349999999999994,3,2,2,0.0,0.0,3,0,2,25
180,2010-02-26,35.17,2,1,2,0.0,0.0,4,0,2,26
180,2010-02-28,28.26,1,1,1,0.0,0.0,6,1,2,28
180,2010-03-04,9.99,1,1,1,0.0,0.0,3,0,3,4
180,2010-03-05,216.45,2,2,2,0.5,0.0,4,0,3,5
180,2010-03-06,44.14,2,2,2,0.0,0.0,5,1,3,6
180,2010-03-07,117.05,2,2,2,0.0,0.0,6,1,3,7
180,2010-03-08,208.49,3,3,3,0.6666666666666666,0.0,0,0,3,8
180,2010-03-11,194.26000000000002,3,3,3,0.3333333333333333,0.0,3,0,3,11
180,2010-03-12,894.23,5,4,4,0.4,0.0,4,0,3,12
180,2010-03-13,-34.00000000000001,4,3,3,0.25,0.0,5,1,3,13
180,2010-03-14,34.21,2,2,2,0.0,0.0,6,1,3,14
180,2010-03-16,84.38,3,3,3,0.0,0.0,1,0,3,16
180,2010-03-17,135.60999999999999,2,2,2,0.5,0.0,2,0,3,17
180,2010-03-18,63.66,2,2,2,0.0,0.0,3,0,3,18
180,2010-03-19,31.799999999999997,3,3,3,0.0,0.0,4,0,3,19
180,2010-03-20,52.59,3,2,2,0.6666666666666666,0.0,5,1,3,20
180,2010-03-21,43.03,2,2,2,0.0,0.0,6,1,3,21
180,2010-03-22,129.48999999999998,3,3,3,0.0,0.0,0,0,3,22
180,2010-03-23,201.78,3,3,3,0.0,0.0,1,0,3,23
180,2010-03-25,100.0,1,1,1,0.0,0.0,3,0,3,25
180,2010-03-26,36.14,2,1,1,0.0,0.0,4,0,3,26
180,2010-03-27,44.07,3,3,3,0.3333333333333333,0.0,5,1,3,27
180,2010-03-28,111.41,1,1,1,0.0,0.0,6,1,3,28
180,2010-03-29,183.81,3,3,3,0.0,0.0,0,0,3,29
180,2010-03-30,19.11,1,1,1,0.0,0.0,1,0,3,30
180,2010-03-31,292.0,2,2,2,0.0,0.0,2,0,3,31
180,2010-04-02,76.64000000000001,5,3,3,0.0,0.0,4,0,4,2
180,2010-04-03,102.15,2,2,2,0.0,0.0,5,1,4,3
180,2010-04-04,165.88,2,2,2,0.0,0.0,6,1,4,4
180,2010-04-05,15.65,1,1,1,1.0,0.0,0,0,4,5
180,2010-04-06,2.6,1,1,1,0.0,0.0,1,0,4,6
180,2010-04-07,13.84,1,1,1,1.0,0.0,2,0,4,7
180,2010-04-09,18.34,1,1,1,0.0,0.0,4,0,4,9
180,2010-04-10,57.66,4,3,3,0.25,0.0,5,1,4,10
180,2010-04-11,19.97,1,1,1,0.0,0.0,6,1,4,11
180,2010-04-12,58.38,2,2,2,0.0,0.0,0,0,4,12
180,2010-04-13,15.47,1,1,1,1.0,0.0,1,0,4,13
180,2010-04-14,821.82,1,1,1,0.0,0.0,2,0,4,14
180,2010-04-16,160.98999999999998,3,3,3,0.3333333333333333,0.0,4,0,4,16
180,2010-04-18,147.83,1,1,1,0.0,0.0,6,1,4,18
180,2010-04-19,17.65,1,1,1,0.0,0.0,0,0,4,19
180,2010-04-21,195.37,2,2,2,0.0,0.0,2,0,4,21
180,2010-04-22,29.86,2,2,2,0.0,0.0,3,0,4,22
180,2010-04-23,39.67,3,3,3,0.3333333333333333,0.0,4,0,4,23
180,2010-04-24,34.96,2,2,2,0.5,0.0,5,1,4,24
180,2010-04-25,35.269999999999996,2,2,2,0.0,0.0,6,1,4,25
180,2010-04-27,157.61,3,3,3,0.3333333333333333,0.0,1,0,4,27
180,2010-04-28,42.93,3,3,3,0.0,0.0,2,0,4,28
180,2010-04-29,72.28,1,1,1,0.0,0.0,3,0,4,29
180,2010-04-30,40.089999999999996,3,3,3,0.3333333333333333,0.0,4,0,4,30
180,2010-05-01,24.76,1,1,1,0.0,0.0,5,1,5,1
180,2010-05-05,10.38,1,1,1,1.0,0.0,2,0,5,5
180,2010-05-06,152.97,2,2,2,0.5,0.0,3,0,5,6
180,2010-05-07,36.61,2,2,2,0.5,0.0,4,0,5,7
180,2010-05-08,748.63,5,5,5,0.0,0.0,5,1,5,8
180,2010-05-10,-323.97,5,3,3,0.2,0.0,0,0,5,10
180,2010-05-12,30.17,2,2,2,0.0,0.0,2,0,5,12
180,2010-05-13,130.84,1,1,1,0.0,0.0,3,0,5,13
180,2010-05-14,257.93,3,3,3,0.3333333333333333,0.0,4,0,5,14
180,2010-05-15,25.02,2,2,2,0.0,0.0,5,1,5,15
180,2010-05-16,88.3,2,2,2,0.0,0.0,6,1,5,16
180,2010-05-17,15.77,1,1,1,1.0,0.0,0,0,5,17
180,2010-05-18,34.769999999999996,3,3,3,0.0,0.0,1,0,5,18
180,2010-05-21,18.9,2,2,2,0.0,0.0,4,0,5,21
180,2010-05-22,19.15,1,1,1,1.0,0.0,5,1,5,22
180,2010-05-23,187.02,2,2,2,0.0,0.0,6,1,5,23
180,2010-05-24,192.55,2,2,2,0.0,0.0,0,0,5,24
180,2010-05-25,13.22,1,1,1,0.0,0.0,1,0,5,25
180,2010-05-28,97.1,3,3,3,0.0,0.0,4,0,5,28
180,2010-05-29,28.83,2,1,1,0.0,0.0,5,1,5,29
180,2010-05-30,154.46,4,2,4,0.75,0.0,6,1,5,30
180,2010-05-31,49.88,1,1,1,0.0,0.0,0,0,5,31
180,2010-06-02,121.45,2,2,2,0.0,0.0,2,0,6,2
180,2010-06-04,16.41,1,1,1,0.0,0.0,4,0,6,4
180,2010-06-05,30.78,2,2,2,0.0,0.0,5,1,6,5
180,2010-06-06,20.26,1,1,1,0.0,0.0,6,1,6,6
180,2010-06-08,100.0,1,1,1,0.0,0.0,1,0,6,8
180,2010-06-10,33.6,2,2,2,0.5,0.0,3,0,6,10
180,2010-06-11,32.25,2,2,2,0.5,0.0,4,0,6,11
180,2010-06-12,35.12,2,2,2,0.0,0.0,5,1,6,12
180,2010-06-13,10.54,1,1,1,1.0,0.0,6,1,6,13
180,2010-06-14,46.36,1,1,1,0.0,0.0,0,0,6,14
180,2010-06-16,13.02,1,1,1,0.0,0.0,2,0,6,16
180,2010-06-17,35.39,3,3,3,0.0,0.0,3,0,6,17
180,2010-06-18,28.07,2,2,2,0.0,0.0,4,0,6,18
180,2010-06-19,48.5,3,3,3,0.3333333333333333,0.0,5,1,6,19
180,2010-06-20,15.09,1,1,1,0.0,0.0,6,1,6,20
180,2010-06-21,86.23,2,2,2,0.5,0.0,0,0,6,21
180,2010-06-23,18.07,1,1,1,0.0,0.0,2,0,6,23
180,2010-06-25,159.76,4,3,4,0.5,0.0,4,0,6,25
180,2010-06-26,103.86000000000001,3,3,3,0.3333333333333333,0.0,5,1,6,26
180,2010-06-28,606.0600000000001,3,3,3,0.0,0.0,0,0,6,28
180,2010-07-01,17.83,1,1,1,0.0,0.0,3,0,7,1
